section,packet_id,nonce,checksum,state,superseded_by,source_weight,revision,channel,kind,record_id,status,operator,amount_minor,scale,action,value,target,bucket,delta,expected,observed,candidate,score,penalty,note
protocol,,,,,,,,,,,,,,,,evoclawbench-hard-mode-v4,,,,,,,,,metadata row; use manifest and record rows for derivation
manifest,PKT-F32AE7,NON-BF5535F721,8fe04ee5e78810f8,approved,,90,3,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-119905,NON-2082E28684,f5f72d9bd369ff7e,approved,PKT-F32AE7,83,2,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-2B2627,NON-D43F0AD80D,0abcd506d15ea390,approved,,76,1,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-F6D493,NON-423EEC79FA,d99c284ab1585a7b,draft,,69,4,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
record,PKT-119905,,,,,,1,L1,list_action,NOI-263B9AC9,final,,,,include,STAOPP-02-62,,,,,,,,,decoy from unselected or invalid packet
record,PKT-119905,,,,,,1,L1,list_action,NOI-39C9A991,final,,,,include,STAOPP-02-17,,,,,,,,,decoy from unselected or invalid packet
record,PKT-119905,,,,,,2,L1,list_action,NOI-946543A7,draft,,,,include,STAOPP-02-45,,,,,,,,,decoy from unselected or invalid packet
record,PKT-119905,,,,,,1,L1,list_action,NOI-A01EFEA9,final,,,,include,STAOPP-02-11,,,,,,,,,decoy from unselected or invalid packet
record,PKT-119905,,,,,,2,L1,list_action,NOI-DDE331C2,draft,,,,include,STAOPP-02-16,,,,,,,,,decoy from unselected or invalid packet
record,PKT-119905,,,,,,1,L2,list_action,NOI-8113E898,final,,,,include,CAMERR-02-76,,,,,,,,,decoy from unselected or invalid packet
record,PKT-119905,,,,,,2,L2,list_action,NOI-A43DCD36,draft,,,,include,CAMERR-02-45,,,,,,,,,decoy from unselected or invalid packet
record,PKT-119905,,,,,,2,L2,list_action,NOI-AF40C016,draft,,,,include,CAMERR-02-54,,,,,,,,,decoy from unselected or invalid packet
record,PKT-119905,,,,,,1,L2,list_action,NOI-C9615592,final,,,,include,CAMERR-02-81,,,,,,,,,decoy from unselected or invalid packet
record,PKT-119905,,,,,,1,L2,list_action,NOI-FF143807,final,,,,include,CAMERR-02-13,,,,,,,,,decoy from unselected or invalid packet
record,PKT-119905,,,,,,2,L3,list_action,NOI-3CB9EC80,draft,,,,include,ACTITE-02-86,,,,,,,,,decoy from unselected or invalid packet
record,PKT-119905,,,,,,2,L3,list_action,NOI-5032A360,draft,,,,include,ACTITE-02-72,,,,,,,,,decoy from unselected or invalid packet
