section,packet_id,nonce,checksum,state,superseded_by,source_weight,revision,channel,kind,record_id,status,operator,amount_minor,scale,action,value,target,bucket,delta,expected,observed,candidate,score,penalty,note
protocol,,,,,,,,,,,,,,,,evoclawbench-hard-mode-v4,,,,,,,,,metadata row; use manifest and record rows for derivation
manifest,PKT-6FA015,NON-DD66248284,9ded8f966130de8e,approved,,90,3,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-FACBF0,NON-AE13AA6567,5b6b1d324604e9b0,approved,PKT-6FA015,83,2,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-0A9EBA,NON-98E0928D7F,15516dad1f21e3c0,approved,,76,1,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-A08203,NON-29470EBCA0,268031eecf6ad7e4,draft,,69,4,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
record,PKT-0A9EBA,,,,,,1,B1,boolean_gate,NOI-20EEAE35,final,,,,,,,,,clear,clear,,,,decoy from unselected or invalid packet
record,PKT-0A9EBA,,,,,,2,B1,boolean_gate,NOI-6E946BA3,draft,,,,,,,,,clear,blocked,,,,decoy from unselected or invalid packet
record,PKT-0A9EBA,,,,,,2,B1,boolean_gate,NOI-802D8B05,draft,,,,,,,,,clear,clear,,,,decoy from unselected or invalid packet
record,PKT-0A9EBA,,,,,,1,B1,boolean_gate,NOI-C5559D28,final,,,,,,,,,clear,clear,,,,decoy from unselected or invalid packet
record,PKT-0A9EBA,,,,,,1,B1,boolean_gate,NOI-CA4A8D11,final,,,,,,,,,clear,blocked,,,,decoy from unselected or invalid packet
record,PKT-0A9EBA,,,,,,1,L1,list_action,NOI-0C68B300,final,,,,include,EXCIDS-04-34,,,,,,,,,decoy from unselected or invalid packet
record,PKT-0A9EBA,,,,,,1,L1,list_action,NOI-91D8A7DD,final,,,,include,EXCIDS-04-18,,,,,,,,,decoy from unselected or invalid packet
record,PKT-0A9EBA,,,,,,2,L1,list_action,NOI-ABAB7784,draft,,,,include,EXCIDS-04-91,,,,,,,,,decoy from unselected or invalid packet
record,PKT-0A9EBA,,,,,,2,L1,list_action,NOI-B782ED40,draft,,,,include,EXCIDS-04-65,,,,,,,,,decoy from unselected or invalid packet
