section,packet_id,nonce,checksum,state,superseded_by,source_weight,revision,channel,kind,record_id,status,operator,amount_minor,scale,action,value,target,bucket,delta,expected,observed,candidate,score,penalty,note
protocol,,,,,,,,,,,,,,,,evoclawbench-hard-mode-v4,,,,,,,,,metadata row; use manifest and record rows for derivation
manifest,PKT-AB0715,NON-0FC8EF5675,a21badaa1265f2dd,approved,,90,3,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-A26E8D,NON-3B5FECA6A5,3c3a455deb4cb01c,approved,PKT-AB0715,83,2,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-232327,NON-6901BF71E5,c48768819fef8180,approved,,76,1,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-F19CD4,NON-723B179009,1a3398254572a6ee,draft,,69,4,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
record,PKT-232327,,,,,,1,L1,list_action,NOI-096A2303,final,,,,include,NORSKU-03-19,,,,,,,,,decoy from unselected or invalid packet
record,PKT-232327,,,,,,2,L1,list_action,NOI-46AECBD6,draft,,,,include,NORSKU-03-53,,,,,,,,,decoy from unselected or invalid packet
record,PKT-232327,,,,,,1,L1,list_action,NOI-75BCFE55,final,,,,include,NORSKU-03-20,,,,,,,,,decoy from unselected or invalid packet
record,PKT-232327,,,,,,1,L1,list_action,NOI-7C052D19,final,,,,include,NORSKU-03-98,,,,,,,,,decoy from unselected or invalid packet
record,PKT-232327,,,,,,2,L1,list_action,NOI-E52B2696,draft,,,,include,NORSKU-03-18,,,,,,,,,decoy from unselected or invalid packet
record,PKT-232327,,,,,,1,L2,list_action,NOI-26992C96,final,,,,include,REFIDS-03-39,,,,,,,,,decoy from unselected or invalid packet
record,PKT-232327,,,,,,1,L2,list_action,NOI-31D8D83A,final,,,,include,REFIDS-03-55,,,,,,,,,decoy from unselected or invalid packet
record,PKT-232327,,,,,,2,L2,list_action,NOI-9ADCE918,draft,,,,include,REFIDS-03-63,,,,,,,,,decoy from unselected or invalid packet
record,PKT-232327,,,,,,1,L2,list_action,NOI-C532DBF2,final,,,,include,REFIDS-03-55,,,,,,,,,decoy from unselected or invalid packet
record,PKT-232327,,,,,,2,L2,list_action,NOI-DCEE19BE,draft,,,,include,REFIDS-03-49,,,,,,,,,decoy from unselected or invalid packet
record,PKT-232327,,,,,,1,L3,list_action,NOI-2C6921EB,final,,,,include,POLVIO-03-44,,,,,,,,,decoy from unselected or invalid packet
record,PKT-232327,,,,,,2,L3,list_action,NOI-446632C9,draft,,,,include,POLVIO-03-35,,,,,,,,,decoy from unselected or invalid packet
record,PKT-232327,,,,,,1,L3,list_action,NOI-8BECACF1,final,,,,include,POLVIO-03-59,,,,,,,,,decoy from unselected or invalid packet
record,PKT-232327,,,,,,1,L3,list_action,NOI-EA2BC4E1,final,,,,include,POLVIO-03-65,,,,,,,,,decoy from unselected or invalid packet
