section,packet_id,nonce,checksum,state,superseded_by,source_weight,revision,channel,kind,record_id,status,operator,amount_minor,scale,action,value,target,bucket,delta,expected,observed,candidate,score,penalty,note
protocol,,,,,,,,,,,,,,,,evoclawbench-hard-mode-v4,,,,,,,,,metadata row; use manifest and record rows for derivation
manifest,PKT-E1D377,NON-0150D02BC7,7bc4c37b19e3abdd,approved,,90,3,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-DA6C0B,NON-55E309B0EA,1b3c913d1b329893,approved,PKT-E1D377,83,2,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-224201,NON-AD5AB123A0,5431b13275005040,approved,,76,1,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-559C83,NON-D03CF6DF02,933efd6d8ee4463c,draft,,69,4,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
record,PKT-224201,,,,,,2,L1,list_action,NOI-13294317,draft,,,,include,NORSKU-01-76,,,,,,,,,decoy from unselected or invalid packet
record,PKT-224201,,,,,,1,L1,list_action,NOI-4340B3C6,final,,,,include,NORSKU-01-51,,,,,,,,,decoy from unselected or invalid packet
record,PKT-224201,,,,,,1,L1,list_action,NOI-484DC5EF,final,,,,include,NORSKU-01-29,,,,,,,,,decoy from unselected or invalid packet
record,PKT-224201,,,,,,2,L1,list_action,NOI-85461DAC,draft,,,,include,NORSKU-01-17,,,,,,,,,decoy from unselected or invalid packet
record,PKT-224201,,,,,,1,L1,list_action,NOI-F17E4062,final,,,,include,NORSKU-01-96,,,,,,,,,decoy from unselected or invalid packet
record,PKT-224201,,,,,,1,L2,list_action,NOI-51C4FC1B,final,,,,include,REFIDS-01-63,,,,,,,,,decoy from unselected or invalid packet
record,PKT-224201,,,,,,2,L2,list_action,NOI-60EDA1FE,draft,,,,include,REFIDS-01-94,,,,,,,,,decoy from unselected or invalid packet
record,PKT-224201,,,,,,1,L2,list_action,NOI-886FF3F1,final,,,,include,REFIDS-01-94,,,,,,,,,decoy from unselected or invalid packet
record,PKT-224201,,,,,,1,L2,list_action,NOI-B1F7BC6D,final,,,,include,REFIDS-01-100,,,,,,,,,decoy from unselected or invalid packet
record,PKT-224201,,,,,,2,L2,list_action,NOI-B585CE5D,draft,,,,include,REFIDS-01-29,,,,,,,,,decoy from unselected or invalid packet
record,PKT-224201,,,,,,1,L3,list_action,NOI-13D661CB,final,,,,include,POLVIO-01-64,,,,,,,,,decoy from unselected or invalid packet
record,PKT-224201,,,,,,2,L3,list_action,NOI-1BDB697B,draft,,,,include,POLVIO-01-33,,,,,,,,,decoy from unselected or invalid packet
record,PKT-224201,,,,,,1,L3,list_action,NOI-714EBEAE,final,,,,include,POLVIO-01-43,,,,,,,,,decoy from unselected or invalid packet
record,PKT-224201,,,,,,2,L3,list_action,NOI-DD4438B1,draft,,,,include,POLVIO-01-36,,,,,,,,,decoy from unselected or invalid packet
record,PKT-224201,,,,,,1,L3,list_action,NOI-E597B5FE,final,,,,include,POLVIO-01-62,,,,,,,,,decoy from unselected or invalid packet
record,PKT-224201,,,,,,1,N1,numeric_delta,NOI-4D4F4BA8,final,add,4929,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-224201,,,,,,2,N1,numeric_delta,NOI-6159BFEA,draft,add,5769,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-224201,,,,,,1,N1,numeric_delta,NOI-74B41F64,final,add,6188,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-224201,,,,,,2,N1,numeric_delta,NOI-98F77718,draft,add,6353,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-224201,,,,,,1,N1,numeric_delta,NOI-D990EE0D,final,add,2419,100,,,,,,,,,,,decoy from unselected or invalid packet
