section,packet_id,nonce,checksum,state,superseded_by,source_weight,revision,channel,kind,record_id,status,operator,amount_minor,scale,action,value,target,bucket,delta,expected,observed,candidate,score,penalty,note
protocol,,,,,,,,,,,,,,,,evoclawbench-hard-mode-v4,,,,,,,,,metadata row; use manifest and record rows for derivation
manifest,PKT-4EBD08,NON-70DE77CC1E,a9522d02508f6d42,approved,,90,3,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-5CEBCE,NON-B384BF00C7,e3fc781e035e2842,approved,PKT-4EBD08,83,2,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-C8D653,NON-2F832B9C4F,dd4a68f36fdd36a0,approved,,76,1,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-D98DF3,NON-7040E23B84,bbf2bf596ad3d644,draft,,69,4,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
record,PKT-4EBD08,,,,,,3,L1,list_action,LST-18EAD23A,final,,,,include,NORSKU-04-96,,,,,,,,,include unless a later remove or alias targets it
record,PKT-4EBD08,,,,,,3,L1,list_action,LST-8D827333,final,,,,remove,NORSKU-04-DECOY,NORSKU-04-DECOY,,,,,,,,remove this candidate if it appears in a lower revision
record,PKT-4EBD08,,,,,,3,L1,list_action,LST-9D3DCD3D,final,,,,include,NORSKU-04-16,,,,,,,,,include unless a later remove or alias targets it
record,PKT-4EBD08,,,,,,3,L1,list_action,LST-F5224058,final,,,,include,NORSKU-04-67,,,,,,,,,include unless a later remove or alias targets it
record,PKT-4EBD08,,,,,,3,L1,list_action,LST-F7D6CC5D,final,,,,include,NORSKU-04-42,,,,,,,,,include unless a later remove or alias targets it
record,PKT-4EBD08,,,,,,3,L2,list_action,LST-2B9F75FA,final,,,,include,REFIDS-04-25,,,,,,,,,include unless a later remove or alias targets it
record,PKT-4EBD08,,,,,,3,L2,list_action,LST-32F7BB1B,final,,,,include,REFIDS-04-98,,,,,,,,,include unless a later remove or alias targets it
record,PKT-4EBD08,,,,,,3,L2,list_action,LST-399D8170,final,,,,include,REFIDS-04-37,,,,,,,,,include unless a later remove or alias targets it
record,PKT-4EBD08,,,,,,3,L2,list_action,LST-6C0A4115,final,,,,include,REFIDS-04-103,,,,,,,,,include unless a later remove or alias targets it
record,PKT-4EBD08,,,,,,3,L2,list_action,LST-F2A5D8BB,final,,,,remove,REFIDS-04-DECOY,REFIDS-04-DECOY,,,,,,,,remove this candidate if it appears in a lower revision
record,PKT-4EBD08,,,,,,3,L3,list_action,LST-302F5CA3,final,,,,include,POLVIO-04-69,,,,,,,,,include unless a later remove or alias targets it
