section,packet_id,nonce,checksum,state,superseded_by,source_weight,revision,channel,kind,record_id,status,operator,amount_minor,scale,action,value,target,bucket,delta,expected,observed,candidate,score,penalty,note
protocol,,,,,,,,,,,,,,,,evoclawbench-hard-mode-v4,,,,,,,,,metadata row; use manifest and record rows for derivation
manifest,PKT-9A6D75,NON-F271BB2647,c450cd4d4fe33781,approved,,90,3,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-58BEE4,NON-297187829A,608346710cf415dc,approved,PKT-9A6D75,83,2,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-59AB03,NON-B8D048910C,7b71227ab0e103a1,approved,,76,1,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-C6596B,NON-09A94B801F,155a7b901c6b1241,draft,,69,4,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
record,PKT-58BEE4,,,,,,2,L1,list_action,NOI-0BDF3A7D,draft,,,,include,STAOPP-02-74,,,,,,,,,decoy from unselected or invalid packet
record,PKT-58BEE4,,,,,,1,L1,list_action,NOI-23AE4AA8,final,,,,include,STAOPP-02-51,,,,,,,,,decoy from unselected or invalid packet
record,PKT-58BEE4,,,,,,1,L1,list_action,NOI-3460FD9A,final,,,,include,STAOPP-02-42,,,,,,,,,decoy from unselected or invalid packet
record,PKT-58BEE4,,,,,,2,L1,list_action,NOI-820557D1,draft,,,,include,STAOPP-02-50,,,,,,,,,decoy from unselected or invalid packet
record,PKT-58BEE4,,,,,,1,L1,list_action,NOI-E1144985,final,,,,include,STAOPP-02-87,,,,,,,,,decoy from unselected or invalid packet
record,PKT-58BEE4,,,,,,2,L2,list_action,NOI-10E04C8B,draft,,,,include,CAMERR-02-84,,,,,,,,,decoy from unselected or invalid packet
record,PKT-58BEE4,,,,,,1,L2,list_action,NOI-11A2051F,final,,,,include,CAMERR-02-34,,,,,,,,,decoy from unselected or invalid packet
record,PKT-58BEE4,,,,,,1,L2,list_action,NOI-57A0BDEE,final,,,,include,CAMERR-02-73,,,,,,,,,decoy from unselected or invalid packet
record,PKT-58BEE4,,,,,,1,L2,list_action,NOI-91E477DA,final,,,,include,CAMERR-02-18,,,,,,,,,decoy from unselected or invalid packet
record,PKT-58BEE4,,,,,,2,L2,list_action,NOI-95DBC4CE,draft,,,,include,CAMERR-02-89,,,,,,,,,decoy from unselected or invalid packet
record,PKT-58BEE4,,,,,,1,L3,list_action,NOI-090E8AE7,final,,,,include,ACTITE-02-56,,,,,,,,,decoy from unselected or invalid packet
record,PKT-58BEE4,,,,,,1,L3,list_action,NOI-0A1F3548,final,,,,include,ACTITE-02-45,,,,,,,,,decoy from unselected or invalid packet
record,PKT-58BEE4,,,,,,2,L3,list_action,NOI-0EED71EE,draft,,,,include,ACTITE-02-107,,,,,,,,,decoy from unselected or invalid packet
record,PKT-58BEE4,,,,,,2,L3,list_action,NOI-B78026FB,draft,,,,include,ACTITE-02-61,,,,,,,,,decoy from unselected or invalid packet
record,PKT-58BEE4,,,,,,1,L3,list_action,NOI-E0FB4D6E,final,,,,include,ACTITE-02-70,,,,,,,,,decoy from unselected or invalid packet
record,PKT-58BEE4,,,,,,2,N1,numeric_delta,NOI-024B02A5,draft,add,701,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-58BEE4,,,,,,1,N1,numeric_delta,NOI-B1D97E5E,final,add,5129,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-58BEE4,,,,,,1,N1,numeric_delta,NOI-B62C9650,final,add,1963,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-58BEE4,,,,,,2,N1,numeric_delta,NOI-BE535AE1,draft,add,3498,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-58BEE4,,,,,,1,N1,numeric_delta,NOI-CE4307F0,final,add,4276,100,,,,,,,,,,,decoy from unselected or invalid packet
