section,packet_id,nonce,checksum,state,superseded_by,source_weight,revision,channel,kind,record_id,status,operator,amount_minor,scale,action,value,target,bucket,delta,expected,observed,candidate,score,penalty,note
protocol,,,,,,,,,,,,,,,,evoclawbench-hard-mode-v4,,,,,,,,,metadata row; use manifest and record rows for derivation
manifest,PKT-434AE4,NON-FE7615DEEF,f7c2be8a6d61b4b2,approved,,90,3,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-D9BADB,NON-ED21AA31A0,bab53f96fed5448c,approved,PKT-434AE4,83,2,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-0723B6,NON-0CEE614CB0,27220614ed70d1e0,approved,,76,1,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-6223D2,NON-468C76373E,89850c54a6674046,draft,,69,4,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
record,PKT-0723B6,,,,,,1,L1,list_action,NOI-3A173F8B,final,,,,include,QUAFAI-05-79,,,,,,,,,decoy from unselected or invalid packet
record,PKT-0723B6,,,,,,1,L1,list_action,NOI-3A3FAADB,final,,,,include,QUAFAI-05-14,,,,,,,,,decoy from unselected or invalid packet
record,PKT-0723B6,,,,,,2,L1,list_action,NOI-52462970,draft,,,,include,QUAFAI-05-60,,,,,,,,,decoy from unselected or invalid packet
record,PKT-0723B6,,,,,,2,L1,list_action,NOI-86459254,draft,,,,include,QUAFAI-05-36,,,,,,,,,decoy from unselected or invalid packet
record,PKT-0723B6,,,,,,1,L1,list_action,NOI-C83F0A5F,final,,,,include,QUAFAI-05-39,,,,,,,,,decoy from unselected or invalid packet
record,PKT-0723B6,,,,,,2,L2,list_action,NOI-12F78443,draft,,,,include,RULIDS-05-59,,,,,,,,,decoy from unselected or invalid packet
record,PKT-0723B6,,,,,,1,L2,list_action,NOI-217CA4E0,final,,,,include,RULIDS-05-107,,,,,,,,,decoy from unselected or invalid packet
record,PKT-0723B6,,,,,,1,L2,list_action,NOI-24B032DE,final,,,,include,RULIDS-05-78,,,,,,,,,decoy from unselected or invalid packet
record,PKT-0723B6,,,,,,2,L2,list_action,NOI-46DBF9B2,draft,,,,include,RULIDS-05-33,,,,,,,,,decoy from unselected or invalid packet
record,PKT-0723B6,,,,,,1,L2,list_action,NOI-4F12FEBF,final,,,,include,RULIDS-05-65,,,,,,,,,decoy from unselected or invalid packet
record,PKT-0723B6,,,,,,2,N1,numeric_delta,NOI-8CB4A1DC,draft,add,745,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-0723B6,,,,,,1,N1,numeric_delta,NOI-91E6AD12,final,add,9026,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-0723B6,,,,,,1,N1,numeric_delta,NOI-A0AFE56B,final,add,1727,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-0723B6,,,,,,2,N1,numeric_delta,NOI-E1161C06,draft,add,5930,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-0723B6,,,,,,1,N1,numeric_delta,NOI-F61272BD,final,add,5881,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-0723B6,,,,,,1,N2,numeric_delta,NOI-40329C8F,final,add,2216,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-0723B6,,,,,,2,N2,numeric_delta,NOI-68F8BFFA,draft,add,8357,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-0723B6,,,,,,2,N2,numeric_delta,NOI-7C3124FC,draft,add,3764,100,,,,,,,,,,,decoy from unselected or invalid packet
