section,packet_id,nonce,checksum,state,superseded_by,source_weight,revision,channel,kind,record_id,status,operator,amount_minor,scale,action,value,target,bucket,delta,expected,observed,candidate,score,penalty,note
protocol,,,,,,,,,,,,,,,,evoclawbench-hard-mode-v4,,,,,,,,,metadata row; use manifest and record rows for derivation
manifest,PKT-D316DB,NON-4405FEA67C,966abc26b4ec64d1,approved,,90,3,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-2DAE67,NON-B0938D42E4,02ae0949c69f6370,approved,PKT-D316DB,83,2,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-7B061B,NON-9076A3F941,eeaeb4e619f72510,approved,,76,1,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-8C4839,NON-35267A6395,c8dc097c923dbe68,draft,,69,4,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
record,PKT-2DAE67,,,,,,1,L1,list_action,NOI-277B39FA,final,,,,include,QUAFAI-05-23,,,,,,,,,decoy from unselected or invalid packet
record,PKT-2DAE67,,,,,,2,L1,list_action,NOI-5FE34485,draft,,,,include,QUAFAI-05-38,,,,,,,,,decoy from unselected or invalid packet
record,PKT-2DAE67,,,,,,1,L1,list_action,NOI-68737950,final,,,,include,QUAFAI-05-66,,,,,,,,,decoy from unselected or invalid packet
record,PKT-2DAE67,,,,,,1,L1,list_action,NOI-9A160D4B,final,,,,include,QUAFAI-05-100,,,,,,,,,decoy from unselected or invalid packet
record,PKT-2DAE67,,,,,,2,L1,list_action,NOI-DA39A9EF,draft,,,,include,QUAFAI-05-31,,,,,,,,,decoy from unselected or invalid packet
record,PKT-2DAE67,,,,,,2,L2,list_action,NOI-3C6B032F,draft,,,,include,RULIDS-05-21,,,,,,,,,decoy from unselected or invalid packet
record,PKT-2DAE67,,,,,,1,L2,list_action,NOI-796810DD,final,,,,include,RULIDS-05-59,,,,,,,,,decoy from unselected or invalid packet
record,PKT-2DAE67,,,,,,2,L2,list_action,NOI-95C05116,draft,,,,include,RULIDS-05-58,,,,,,,,,decoy from unselected or invalid packet
record,PKT-2DAE67,,,,,,1,L2,list_action,NOI-E7023C86,final,,,,include,RULIDS-05-40,,,,,,,,,decoy from unselected or invalid packet
record,PKT-2DAE67,,,,,,1,L2,list_action,NOI-FFE02399,final,,,,include,RULIDS-05-24,,,,,,,,,decoy from unselected or invalid packet
record,PKT-2DAE67,,,,,,1,N1,numeric_delta,NOI-2C67E66B,final,add,1209,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-2DAE67,,,,,,2,N1,numeric_delta,NOI-4F00C49D,draft,add,7162,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-2DAE67,,,,,,1,N1,numeric_delta,NOI-790672DD,final,add,4784,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-2DAE67,,,,,,2,N1,numeric_delta,NOI-9E2B69B5,draft,add,6098,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-2DAE67,,,,,,1,N1,numeric_delta,NOI-C403A56E,final,add,3773,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-2DAE67,,,,,,2,N2,numeric_delta,NOI-42E8C500,draft,add,8044,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-2DAE67,,,,,,1,N2,numeric_delta,NOI-52CBA563,final,add,2800,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-2DAE67,,,,,,1,N2,numeric_delta,NOI-5F97D93C,final,add,2847,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-2DAE67,,,,,,2,N2,numeric_delta,NOI-82514815,draft,add,1178,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-2DAE67,,,,,,1,N2,numeric_delta,NOI-DABA1C71,final,add,2716,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-2DAE67,,,,,,2,T1,text_candidate,NOI-05C723E9,draft,,,,,,,,,,,control,85,3,decoy from unselected or invalid packet
record,PKT-2DAE67,,,,,,1,T1,text_candidate,NOI-1DC0427A,final,,,,,,,,,,,variant_b,86,2,decoy from unselected or invalid packet
record,PKT-2DAE67,,,,,,1,T1,text_candidate,NOI-53DF69E4,final,,,,,,,,,,,variant_a,84,4,decoy from unselected or invalid packet
record,PKT-2DAE67,,,,,,2,T1,text_candidate,NOI-9051B68E,draft,,,,,,,,,,,variant_a,87,1,decoy from unselected or invalid packet
record,PKT-2DAE67,,,,,,1,T1,text_candidate,NOI-93BAE3E9,final,,,,,,,,,,,control,88,0,decoy from unselected or invalid packet
record,PKT-7B061B,,,,,,2,L1,list_action,NOI-091AD9AD,draft,,,,include,QUAFAI-05-55,,,,,,,,,decoy from unselected or invalid packet
record,PKT-7B061B,,,,,,1,L1,list_action,NOI-2E05AFCD,final,,,,include,QUAFAI-05-25,,,,,,,,,decoy from unselected or invalid packet
record,PKT-7B061B,,,,,,1,L1,list_action,NOI-AC2F8D68,final,,,,include,QUAFAI-05-14,,,,,,,,,decoy from unselected or invalid packet
record,PKT-7B061B,,,,,,1,L1,list_action,NOI-EF52497A,final,,,,include,QUAFAI-05-71,,,,,,,,,decoy from unselected or invalid packet
record,PKT-7B061B,,,,,,2,L1,list_action,NOI-F234C435,draft,,,,include,QUAFAI-05-57,,,,,,,,,decoy from unselected or invalid packet
record,PKT-7B061B,,,,,,1,L2,list_action,NOI-302ACFC4,final,,,,include,RULIDS-05-15,,,,,,,,,decoy from unselected or invalid packet
record,PKT-7B061B,,,,,,1,L2,list_action,NOI-73AD7979,final,,,,include,RULIDS-05-66,,,,,,,,,decoy from unselected or invalid packet
record,PKT-7B061B,,,,,,2,L2,list_action,NOI-76ED496C,draft,,,,include,RULIDS-05-99,,,,,,,,,decoy from unselected or invalid packet
record,PKT-7B061B,,,,,,2,L2,list_action,NOI-B414E49B,draft,,,,include,RULIDS-05-49,,,,,,,,,decoy from unselected or invalid packet
record,PKT-7B061B,,,,,,1,L2,list_action,NOI-BB0D6171,final,,,,include,RULIDS-05-81,,,,,,,,,decoy from unselected or invalid packet
record,PKT-7B061B,,,,,,1,N1,numeric_delta,NOI-4301E01D,final,add,5578,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-7B061B,,,,,,1,N1,numeric_delta,NOI-53F4885B,final,add,2991,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-7B061B,,,,,,2,N1,numeric_delta,NOI-5D199DD2,draft,add,153,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-7B061B,,,,,,1,N1,numeric_delta,NOI-7F127365,final,add,7249,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-7B061B,,,,,,2,N1,numeric_delta,NOI-8DCAC6AE,draft,add,9099,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-7B061B,,,,,,1,N2,numeric_delta,NOI-3E1BD577,final,add,1053,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-7B061B,,,,,,1,N2,numeric_delta,NOI-4ACA8A56,final,add,8918,100,,,,,,,,,,,decoy from unselected or invalid packet
