section,packet_id,nonce,checksum,state,superseded_by,source_weight,revision,channel,kind,record_id,status,operator,amount_minor,scale,action,value,target,bucket,delta,expected,observed,candidate,score,penalty,note
protocol,,,,,,,,,,,,,,,,evoclawbench-hard-mode-v4,,,,,,,,,metadata row; use manifest and record rows for derivation
manifest,PKT-69CAB6,NON-B9C9692E8C,4bc7fd1ce9cdffad,approved,,90,3,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-5EABB1,NON-BEC5F18808,e1502ed26090dba8,approved,PKT-69CAB6,83,2,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-ECA92D,NON-7AE5C42890,c684e1c1ce05e930,approved,,76,1,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-A87891,NON-0831356C59,0d4f1a71b1f85ab2,draft,,69,4,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
record,PKT-5EABB1,,,,,,2,B1,boolean_gate,NOI-15D24BEA,draft,,,,,,,,,clear,blocked,,,,decoy from unselected or invalid packet
record,PKT-5EABB1,,,,,,1,B1,boolean_gate,NOI-4F5F832F,final,,,,,,,,,clear,blocked,,,,decoy from unselected or invalid packet
record,PKT-5EABB1,,,,,,1,B1,boolean_gate,NOI-57CBED7C,final,,,,,,,,,clear,clear,,,,decoy from unselected or invalid packet
record,PKT-5EABB1,,,,,,2,B1,boolean_gate,NOI-6DC9EE7A,draft,,,,,,,,,clear,clear,,,,decoy from unselected or invalid packet
record,PKT-5EABB1,,,,,,1,B1,boolean_gate,NOI-B5F32F8E,final,,,,,,,,,clear,clear,,,,decoy from unselected or invalid packet
record,PKT-5EABB1,,,,,,1,L1,list_action,NOI-0A9CEA6D,final,,,,include,EXCIDS-05-103,,,,,,,,,decoy from unselected or invalid packet
record,PKT-5EABB1,,,,,,2,L1,list_action,NOI-31193371,draft,,,,include,EXCIDS-05-82,,,,,,,,,decoy from unselected or invalid packet
record,PKT-5EABB1,,,,,,2,L1,list_action,NOI-72C8E411,draft,,,,include,EXCIDS-05-25,,,,,,,,,decoy from unselected or invalid packet
record,PKT-5EABB1,,,,,,1,L1,list_action,NOI-8DB03584,final,,,,include,EXCIDS-05-70,,,,,,,,,decoy from unselected or invalid packet
record,PKT-5EABB1,,,,,,1,L1,list_action,NOI-CE58ABBC,final,,,,include,EXCIDS-05-31,,,,,,,,,decoy from unselected or invalid packet
record,PKT-5EABB1,,,,,,1,L2,list_action,NOI-71608BEB,final,,,,include,AUD,,,,,,,,,decoy from unselected or invalid packet
record,PKT-5EABB1,,,,,,1,L2,list_action,NOI-781094D7,final,,,,include,JPY,,,,,,,,,decoy from unselected or invalid packet
record,PKT-5EABB1,,,,,,1,L2,list_action,NOI-8EF02378,final,,,,include,AUD,,,,,,,,,decoy from unselected or invalid packet
record,PKT-5EABB1,,,,,,2,L2,list_action,NOI-94F10448,draft,,,,include,CHF,,,,,,,,,decoy from unselected or invalid packet
record,PKT-5EABB1,,,,,,2,L2,list_action,NOI-A7A55494,draft,,,,include,CHF,,,,,,,,,decoy from unselected or invalid packet
record,PKT-5EABB1,,,,,,2,N1,numeric_delta,NOI-29E2D892,draft,add,484,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-5EABB1,,,,,,1,N1,numeric_delta,NOI-3701929F,final,add,4480,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-5EABB1,,,,,,1,N1,numeric_delta,NOI-49E1B98A,final,add,3444,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-5EABB1,,,,,,2,N1,numeric_delta,NOI-738D369B,draft,add,1110,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-5EABB1,,,,,,1,N1,numeric_delta,NOI-8FA8F5F4,final,add,3261,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-5EABB1,,,,,,1,N2,numeric_delta,NOI-0331137E,final,add,5382,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-5EABB1,,,,,,2,N2,numeric_delta,NOI-35C26456,draft,add,792,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-5EABB1,,,,,,1,N2,numeric_delta,NOI-3C0FB81B,final,add,5029,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-5EABB1,,,,,,1,N2,numeric_delta,NOI-529DD84E,final,add,3278,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-5EABB1,,,,,,2,N2,numeric_delta,NOI-6E714A4D,draft,add,919,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-69CAB6,,,,,,3,B1,boolean_gate,BOL-10558C92,final,,,,,,,,,clear,blocked,,,,field is true only when all selected gates match expected
record,PKT-69CAB6,,,,,,3,B1,boolean_gate,BOL-53CCB5DB,final,,,,,,,,,clear,clear,,,,field is true only when all selected gates match expected
record,PKT-69CAB6,,,,,,3,B1,boolean_gate,BOL-5E8B3818,final,,,,,,,,,clear,clear,,,,field is true only when all selected gates match expected
record,PKT-69CAB6,,,,,,3,B1,boolean_gate,BOL-BF38203D,final,,,,,,,,,clear,clear,,,,field is true only when all selected gates match expected
record,PKT-69CAB6,,,,,,3,L1,list_action,LST-64C9A63E,final,,,,include,EXCIDS-05-102,,,,,,,,,include unless a later remove or alias targets it
record,PKT-69CAB6,,,,,,3,L1,list_action,LST-89C38192,final,,,,include,EXCIDS-05-53,,,,,,,,,include unless a later remove or alias targets it
record,PKT-69CAB6,,,,,,3,L1,list_action,LST-8CDAA055,final,,,,include,EXCIDS-05-97,,,,,,,,,include unless a later remove or alias targets it
record,PKT-69CAB6,,,,,,3,L1,list_action,LST-AE40A15E,final,,,,include,EXCIDS-05-78,,,,,,,,,include unless a later remove or alias targets it
record,PKT-69CAB6,,,,,,3,L1,list_action,LST-B8F2C9A4,final,,,,remove,EXCIDS-05-DECOY,EXCIDS-05-DECOY,,,,,,,,remove this candidate if it appears in a lower revision
record,PKT-69CAB6,,,,,,3,L2,list_action,LST-4FE35FBA,final,,,,include,GBP,,,,,,,,,include unless a later remove or alias targets it
record,PKT-69CAB6,,,,,,3,L2,list_action,LST-621B4813,final,,,,include,JPY,,,,,,,,,include unless a later remove or alias targets it
record,PKT-69CAB6,,,,,,3,L2,list_action,LST-84325446,final,,,,remove,CUR-05-DECOY,CUR-05-DECOY,,,,,,,,remove this candidate if it appears in a lower revision
record,PKT-69CAB6,,,,,,3,L2,list_action,LST-AFA25ECC,final,,,,include,CAD,,,,,,,,,include unless a later remove or alias targets it
record,PKT-69CAB6,,,,,,3,N1,numeric_delta,NUM-2C902AF2,final,add,4242,100,,,,,,,,,,,apply signed amount_minor divided by scale
