section,packet_id,nonce,checksum,state,superseded_by,source_weight,revision,channel,kind,record_id,status,operator,amount_minor,scale,action,value,target,bucket,delta,expected,observed,candidate,score,penalty,note
protocol,,,,,,,,,,,,,,,,evoclawbench-hard-mode-v4,,,,,,,,,metadata row; use manifest and record rows for derivation
manifest,PKT-D95199,NON-D4AB03902F,70b06dae9972bced,approved,,90,3,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-1E3A3F,NON-54E17EA713,f404312778c990c5,approved,PKT-D95199,83,2,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-2EC7A9,NON-BFFD2130C1,d420831b41e92690,approved,,76,1,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-21E801,NON-B9781F8100,3b32568079a5f71a,draft,,69,4,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
record,PKT-1E3A3F,,,,,,2,L1,list_action,NOI-36F25BFC,draft,,,,include,QUAFAI-03-31,,,,,,,,,decoy from unselected or invalid packet
record,PKT-1E3A3F,,,,,,1,L1,list_action,NOI-4D596131,final,,,,include,QUAFAI-03-61,,,,,,,,,decoy from unselected or invalid packet
record,PKT-1E3A3F,,,,,,1,L1,list_action,NOI-C21776F3,final,,,,include,QUAFAI-03-36,,,,,,,,,decoy from unselected or invalid packet
record,PKT-1E3A3F,,,,,,1,L1,list_action,NOI-E27E4779,final,,,,include,QUAFAI-03-80,,,,,,,,,decoy from unselected or invalid packet
record,PKT-1E3A3F,,,,,,2,L1,list_action,NOI-F93B7F96,draft,,,,include,QUAFAI-03-35,,,,,,,,,decoy from unselected or invalid packet
record,PKT-1E3A3F,,,,,,1,L2,list_action,NOI-5AC68A65,final,,,,include,RULIDS-03-60,,,,,,,,,decoy from unselected or invalid packet
record,PKT-1E3A3F,,,,,,2,L2,list_action,NOI-9EBE546C,draft,,,,include,RULIDS-03-14,,,,,,,,,decoy from unselected or invalid packet
record,PKT-1E3A3F,,,,,,1,L2,list_action,NOI-C109E4B6,final,,,,include,RULIDS-03-32,,,,,,,,,decoy from unselected or invalid packet
record,PKT-1E3A3F,,,,,,2,L2,list_action,NOI-D7971F64,draft,,,,include,RULIDS-03-68,,,,,,,,,decoy from unselected or invalid packet
record,PKT-1E3A3F,,,,,,1,L2,list_action,NOI-DDC2410A,final,,,,include,RULIDS-03-18,,,,,,,,,decoy from unselected or invalid packet
record,PKT-1E3A3F,,,,,,1,N1,numeric_delta,NOI-226957DB,final,add,6741,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-1E3A3F,,,,,,1,N1,numeric_delta,NOI-4B22A216,final,add,4778,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-1E3A3F,,,,,,2,N1,numeric_delta,NOI-809C7063,draft,add,6330,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-1E3A3F,,,,,,2,N1,numeric_delta,NOI-A9D727C2,draft,add,4250,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-1E3A3F,,,,,,1,N1,numeric_delta,NOI-E01BDDF4,final,add,3273,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-1E3A3F,,,,,,1,N2,numeric_delta,NOI-3D4B7B2E,final,add,8370,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-1E3A3F,,,,,,2,N2,numeric_delta,NOI-982A4003,draft,add,4956,100,,,,,,,,,,,decoy from unselected or invalid packet
