section,packet_id,nonce,checksum,state,superseded_by,source_weight,revision,channel,kind,record_id,status,operator,amount_minor,scale,action,value,target,bucket,delta,expected,observed,candidate,score,penalty,note
protocol,,,,,,,,,,,,,,,,evoclawbench-hard-mode-v4,,,,,,,,,metadata row; use manifest and record rows for derivation
manifest,PKT-5B90CE,NON-540D2B3299,5fa7167a8bdb1c30,approved,,90,3,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-A050A2,NON-70E73EBFB7,0ead4fa2d281619a,approved,PKT-5B90CE,83,2,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-EE09A6,NON-FE0D717162,6c218d70560942e0,approved,,76,1,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
manifest,PKT-741F2F,NON-9122FDD6D2,9be0000eee884df2,draft,,69,4,,,,,,,,,,,,,,,,,,candidate evidence packet; validate before using records
record,PKT-5B90CE,,,,,,3,L1,list_action,LST-19519887,final,,,,include,STAOPP-01-45,,,,,,,,,include unless a later remove or alias targets it
record,PKT-5B90CE,,,,,,3,L1,list_action,LST-9BCAC6F3,final,,,,include,STAOPP-01-80,,,,,,,,,include unless a later remove or alias targets it
record,PKT-5B90CE,,,,,,3,L1,list_action,LST-AAD49980,final,,,,include,STAOPP-01-101,,,,,,,,,include unless a later remove or alias targets it
record,PKT-5B90CE,,,,,,3,L1,list_action,LST-D922E772,final,,,,include,STAOPP-01-13,,,,,,,,,include unless a later remove or alias targets it
record,PKT-5B90CE,,,,,,3,L1,list_action,LST-FADFA570,final,,,,remove,STAOPP-01-DECOY,STAOPP-01-DECOY,,,,,,,,remove this candidate if it appears in a lower revision
record,PKT-5B90CE,,,,,,3,L2,list_action,LST-386CF390,final,,,,include,CAMERR-01-71,,,,,,,,,include unless a later remove or alias targets it
record,PKT-5B90CE,,,,,,3,L2,list_action,LST-7950DD93,final,,,,include,CAMERR-01-39,,,,,,,,,include unless a later remove or alias targets it
record,PKT-5B90CE,,,,,,3,L2,list_action,LST-95AB34D0,final,,,,include,CAMERR-01-42,,,,,,,,,include unless a later remove or alias targets it
record,PKT-5B90CE,,,,,,3,L2,list_action,LST-AF83BD4A,final,,,,remove,CAMERR-01-DECOY,CAMERR-01-DECOY,,,,,,,,remove this candidate if it appears in a lower revision
record,PKT-5B90CE,,,,,,3,L2,list_action,LST-CB03C9D9,final,,,,include,CAMERR-01-37,,,,,,,,,include unless a later remove or alias targets it
record,PKT-5B90CE,,,,,,3,L3,list_action,LST-66DCD0CA,final,,,,include,ACTITE-01-70,,,,,,,,,include unless a later remove or alias targets it
record,PKT-5B90CE,,,,,,3,L3,list_action,LST-6E84F946,final,,,,include,ACTITE-01-106,,,,,,,,,include unless a later remove or alias targets it
record,PKT-5B90CE,,,,,,3,L3,list_action,LST-9BAB1C32,final,,,,include,ACTITE-01-52,,,,,,,,,include unless a later remove or alias targets it
record,PKT-5B90CE,,,,,,3,L3,list_action,LST-B6973297,final,,,,include,ACTITE-01-102,,,,,,,,,include unless a later remove or alias targets it
record,PKT-5B90CE,,,,,,3,L3,list_action,LST-D1983A40,final,,,,remove,ACTITE-01-DECOY,ACTITE-01-DECOY,,,,,,,,remove this candidate if it appears in a lower revision
record,PKT-5B90CE,,,,,,3,N1,numeric_delta,NUM-08066925,final,add,1474,100,,,,,,,,,,,apply signed amount_minor divided by scale
record,PKT-5B90CE,,,,,,3,N1,numeric_delta,NUM-1F8C2597,final,add,2593,100,,,,,,,,,,,apply signed amount_minor divided by scale
record,PKT-5B90CE,,,,,,3,N1,numeric_delta,NUM-49F8963D,final,subtract,3522,100,,,,,,,,,,,apply signed amount_minor divided by scale
record,PKT-5B90CE,,,,,,3,N1,numeric_delta,NUM-9074545D,final,add,2201,100,,,,,,,,,,,apply signed amount_minor divided by scale
record,PKT-5B90CE,,,,,,3,N1,numeric_delta,NUM-B4A1E1AF,final,subtract,1248,100,,,,,,,,,,,apply signed amount_minor divided by scale
record,PKT-5B90CE,,,,,,3,T1,text_candidate,TXT-912C89B3,final,,,,,,,,,,,routine_closeout,78,14,rank by score minus penalty; tie by candidate text
record,PKT-5B90CE,,,,,,3,T1,text_candidate,TXT-CD6FE243,final,,,,,,,,,,,exec_escalation,81,3,rank by score minus penalty; tie by candidate text
record,PKT-5B90CE,,,,,,3,T1,text_candidate,TXT-D6441859,final,,,,,,,,,,,watchlist_review,42,16,rank by score minus penalty; tie by candidate text
record,PKT-741F2F,,,,,,2,L1,list_action,NOI-2F90CA87,draft,,,,include,STAOPP-01-75,,,,,,,,,decoy from unselected or invalid packet
